"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","search_hashtag"
"KReady997","Freedom Isn't Free..!",5881,162,91,68,NA,"Douglas K.",2015-08-10 22:19:54,FALSE,FALSE,"KReady997","","en","3311859836",17,FALSE,"http://pbs.twimg.com/profile_images/634608091577864192/yeAQTTE2_normal.jpg","#Makeamericagreatagain"
"lAgStarPromo_","The Hottest  Promotion Company In Miami!! Ask About  Us!! Dale!!",1117,50,954,566,"http://t.co/sltsFjg9kd","All Star Promotions",2014-02-26 09:02:46,FALSE,FALSE,"lAgStarPromo_","Des Moines, Iowa","en","2362393664",10,FALSE,"http://pbs.twimg.com/profile_images/610816497758240768/0PT0q0fq_normal.jpg","#Makeamericagreatagain"
"laovgkr021f0",":* :) :* ;)  :* :) :*",1010,35,786,1226,NA,"*|°*|°Kara°|*°|*",2014-01-20 07:53:10,FALSE,FALSE,"laovgkr021f0","New Hampshire and Moscow","en","2300974578",10,FALSE,"http://pbs.twimg.com/profile_images/435611275981111296/6APIMzui_normal.jpeg","#Makeamericagreatagain"
"laurencristmann","biggest Donald Trump fan in PA we need him now, BUILD A WALL DJT 2016 till 2024. proud member of the silent/noisy majority",4401,331,4967,302,NA,"Lauren",2015-09-04 20:39:02,FALSE,FALSE,"laurencristmann","","en","3548257701",17,FALSE,"http://pbs.twimg.com/profile_images/669207631404376064/pD0jEzAP_normal.jpg","#Makeamericagreatagain"
"lelapollock","Christian conservative, Trump fan",11554,1008,11194,854,NA,"lela f pollock",2015-07-27 00:49:45,FALSE,FALSE,"lelapollock","","en","3296425320",33,FALSE,"http://pbs.twimg.com/profile_images/664177804989345792/pEKQXvsW_normal.jpg","#Makeamericagreatagain"
"LibertarianJew","Son of legal Russian ✡ immigrants. Former Leftist. Pro-Freedom Pro-Israel Pro-Carry Pro-SSMarriage Pro-Cat ~If U Don't Stand 4 Something, U'll Fall 4 Anything~",1442,199,1346,862,"http://t.co/yQeRKgYkrn","Dmitry",2010-09-09 07:18:26,FALSE,FALSE,"LibertarianJew","New York","en","188650808",7,FALSE,"http://pbs.twimg.com/profile_images/658725278462533632/ntRT1GPh_normal.jpg","#Makeamericagreatagain"
"Lilpezy","BE FREE  Play...Music Business Major  @ Full Sail University Snapchat: gabbylynne IG: gabbylynne",720,25,623,485,NA,"Gabby Lopez",2015-04-12 05:18:15,FALSE,FALSE,"Lilpezy","California","en","3150889717",7,FALSE,"http://pbs.twimg.com/profile_images/611355837068640256/NXSH9UoX_normal.jpg","#Makeamericagreatagain"
"lynnetteofztw","",1184,79,1006,1095,NA,"Lynnette Campos",2013-12-25 10:16:25,FALSE,FALSE,"lynnetteofztw","Florida","en","2261320604",12,FALSE,"http://pbs.twimg.com/profile_images/423294468830154752/pbnNjjE2_normal.jpeg","#Makeamericagreatagain"
"MandatloS","",929,53,720,1318,NA,"A Sol",2013-12-28 18:42:12,FALSE,FALSE,"MandatloS","Illinois","en","2266286558",5,FALSE,"http://pbs.twimg.com/profile_images/423394201997283328/WGyRRt3O_normal.jpeg","#Makeamericagreatagain"
"manriquelpa","",1155,45,959,1022,NA,"Jeni",2014-05-16 21:22:52,FALSE,FALSE,"manriquelpa","","en","2499921218",8,FALSE,"http://pbs.twimg.com/profile_images/484493987659542529/MzNMgb3c_normal.jpeg","#Makeamericagreatagain"
"Marcosbanuelos7","",637,37,238,78,NA,"Marcos banuelos",2015-08-08 01:59:49,FALSE,FALSE,"Marcosbanuelos7","Texas, USA","en","3309163686",2,FALSE,"http://pbs.twimg.com/profile_images/629842081255522304/62-DsyK4_normal.jpg","#Makeamericagreatagain"
"mauritamille2r4","great  film should seem new every time you see it.",862,22,727,370,NA,"Maurita ",2015-06-30 12:56:22,FALSE,FALSE,"mauritamille2r4","Nebraska","en","3351822868",1,FALSE,"http://pbs.twimg.com/profile_images/635545971682729984/SFC2RKio_normal.jpg","#Makeamericagreatagain"
"McAfeeTheoloyg","McAfee School of Theology at Mercer  University is a graduate, professional  seminary located in Atlanta offering Masters and Doctoral degrees.",1047,302,893,286,"http://t.co/Q5zIFnYuzG","McAfee Sch. ",2015-07-03 16:52:14,FALSE,FALSE,"McAfeeTheoloyg","Massachusetts","en","3357045729",6,FALSE,"http://pbs.twimg.com/profile_images/629858697292980224/oWPwjqyU_normal.jpg","#Makeamericagreatagain"
"meganena13","There is no force that can stop a country, when the country wants to be the architect of its own destiny.",11714,618,12635,151,NA,"luisa Deonarine",2010-05-11 18:26:51,FALSE,FALSE,"meganena13","","en","142770500",29,FALSE,"http://pbs.twimg.com/profile_images/1237978024/056_normal.JPG","#Makeamericagreatagain"
"melisozdenyct","Nothing's more fun than doing what people  say   can't do!-",914,38,769,1309,NA,"Melis ",2013-09-11 16:44:26,FALSE,FALSE,"melisozdenyct","Arizona","en","1854877111",14,FALSE,"http://pbs.twimg.com/profile_images/378800000535432740/81e3f845d35fee823385a320607ac480_normal.jpeg","#Makeamericagreatagain"
"merewislil","Vegan, Hugger of Trees,  Bleeding Heart, RN, Freethinker, Geocacher, Yoga Enthusiast, Aspiring Runner, Muse, Writer,  in California",862,38,768,467,"http://t.co/7pK45SvR9l","Mere",2015-05-06 17:09:14,FALSE,FALSE,"merewislil","Alabama","en","3239091453",8,FALSE,"http://pbs.twimg.com/profile_images/601971661659865088/SfxKyxJZ_normal.jpg","#Makeamericagreatagain"
"MHATPL","#Online  | #SEO | #SMM | Dad to  three :-)",899,24,769,259,"http://t.co/dUTBAZPUru","Mike ",2015-05-03 16:21:02,FALSE,FALSE,"MHATPL","New York/FL","en","3231011926",9,FALSE,"http://pbs.twimg.com/profile_images/632084306903433216/XrhoDO4b_normal.jpg","#Makeamericagreatagain"
"MikeandDawnNY","Libtards & Trump haters will be blocked! #MakeAmericaGreatAgain
#TRUMP2016 #YANKEES
followers @realjoecausi @rosannascotto @melissajoanhart @marycalvitv",20395,1126,7151,1083,NA,"MIKE AND DAWN",2013-03-04 18:35:18,FALSE,FALSE,"MikeandDawnNY","Brooklyn, NY","en","1241952727",39,FALSE,"http://pbs.twimg.com/profile_images/426418299610882048/zGEIzjsE_normal.jpeg","#Makeamericagreatagain"
"Miraclebaby5000","JFK made me wish to join Peace Corps. Reagan was my hero. So are Vets. Proud to be American. Fight for our Liberties. Twitter is my voice.",13801,335,1386,236,NA,"PD",2015-07-19 14:09:10,FALSE,FALSE,"Miraclebaby5000","","en","3383161810",22,FALSE,"http://pbs.twimg.com/profile_images/666068482614685696/eWgZ2eGb_normal.jpg","#Makeamericagreatagain"
"missjunglse","Love  real estate,  and cake",876,47,762,221,NA,"Patti",2015-06-30 19:08:52,FALSE,FALSE,"missjunglse","Colorado","en","3352264666",6,FALSE,"http://pbs.twimg.com/profile_images/633568773857918976/X84hLpM9_normal.jpg","#Makeamericagreatagain"
"mjm1374y","Ardent Philadelphian, father of 2 bo.ys and  Director  of Technology for the Brownstein Group.",1616,119,1278,1388,"http://t.co/iEKGxCWiWy","Mike McAllister",2013-08-23 12:44:18,FALSE,FALSE,"mjm1374y","Washington, DC","en","1693750808",15,FALSE,"http://pbs.twimg.com/profile_images/378800000420916735/1da59f590d514d5efd27a9c3944d1508_normal.jpeg","#Makeamericagreatagain"
"mmullix","Doer and  visionary in web development, photography, marketing, , family, nature, adventure and Latin lifestyle.",804,75,711,228,"http://t.co/F9KSGozpse","Cesar E. ",2015-06-27 16:54:59,FALSE,FALSE,"mmullix","Texas","en","3347780596",13,FALSE,"http://pbs.twimg.com/profile_images/634897658176512000/NAWI1z0h_normal.jpg","#Makeamericagreatagain"
"mountaingyrl99","MOM N DAUGHTER 4 #DONALDTRUMP we mus stic 2gather FOLLO EACHOTHER  #MakeAmericaGreatAgain #DonaldTrumpforPresident  ANGRY AMERICAN #PRAYFORPARIS",9522,2181,3368,2599,NA,"TRUMP♡CRUZ♢CENTRAL",2013-04-08 16:45:54,FALSE,FALSE,"mountaingyrl99","","en","1337093174",36,FALSE,"http://pbs.twimg.com/profile_images/668609101686030336/9Dyq0F5S_normal.jpg","#Makeamericagreatagain"
"msann43","Conservative, patriot, single grandmother, retired banker & law enforcement and fed up with current administration.  ENOUGH IS ENOUGH! Let's take back our freed",36267,1332,137,930,NA,"Ann Anderson",2012-10-12 17:13:53,FALSE,FALSE,"msann43","Louisiana, USA","en","876040219",99,FALSE,"http://pbs.twimg.com/profile_images/378800000018262324/3186252839fd6858136fdb83dc59d8ce_normal.jpeg","#Makeamericagreatagain"
"MyRESocialMedai","My Real Estate Social Media is the complete package when it comes  to social media consulting and management for  estate professionals.",808,31,695,258,"http://t.co/z0tOZd7z3A","MyRESocialMedia",2015-06-01 20:41:35,FALSE,FALSE,"MyRESocialMedai","Wisconsin","en","3305929635",6,FALSE,"http://pbs.twimg.com/profile_images/632196188264099840/V22SrqiF_normal.jpg","#Makeamericagreatagain"
"nAnMarieRael","Tweets Healthy, Wealthy & Wise.. Personal & Business Success, Leadership, Keep the Faith  Life  is on your side!  BH  
BNI HQ in ...",789,23,703,422,NA,"Ann-Marie Rael L.",2015-04-12 07:35:25,FALSE,FALSE,"nAnMarieRael","Hawaii","en","3158710667",6,FALSE,"http://pbs.twimg.com/profile_images/611390176086986752/JdvkDtT6_normal.jpg","#Makeamericagreatagain"
"NickSellsPeroai","real estate, music, fun, cars pretty much  me in a nutshell  and food. all the time",875,77,772,184,NA,"Nick ",2015-05-02 15:56:08,FALSE,FALSE,"NickSellsPeroai","Iowa","en","3228592210",7,FALSE,"http://pbs.twimg.com/profile_images/631654199952957440/vrbFY7Vw_normal.jpg","#Makeamericagreatagain"
"NJMike319","You never lose. You either win or learn. Proud American! ΜΟΛΩΝ ΛΑΒΕ",261004,2037,47,1016,NA,"njmike319",2013-06-17 13:21:50,FALSE,FALSE,"NJMike319","Jersey Baby!","en","1524857611",224,FALSE,"http://pbs.twimg.com/profile_images/378800000064294582/0bf73014927eeaf110a20f3556bf8a70_normal.jpeg","#Makeamericagreatagain"
"NRSrentalsm","National Rental  Services is an investment   management company specializing in portfolio-based management for individual owners and organizations.",1011,18,951,712,"http://t.co/Uyvexz7YRS","National Rental(NRS)",2014-02-23 13:20:28,FALSE,FALSE,"NRSrentalsm","Maryland","en","2357987120",10,FALSE,"http://pbs.twimg.com/profile_images/578741893304979456/3OZf4Gu1_normal.jpeg","#Makeamericagreatagain"
"nsprnwse","North State Public Radio, a service of @chicostate, covers about  one-third of California. On air as KCHO-FM in Chico (91.7 FM) and -FM in Redding (88.9 FM).",1159,226,1040,242,"http://t.co/S2vkZiq9ZT","NSPR ",2015-05-02 17:21:40,FALSE,FALSE,"nsprnwse","Lakeland Florida","en","3183179288",12,FALSE,"http://pbs.twimg.com/profile_images/631736632996196353/3R4EJ-0L_normal.jpg","#Makeamericagreatagain"
"NTcurriculum","Tweeting for the Tennessee  Curriculum Center: Supporting an inclusive and dynamic teaching  focused on 21st century learning.",1546,181,1381,729,"http://t.co/SMr086Ysgv","TeachMeet Nashville",2014-02-21 08:20:28,FALSE,FALSE,"NTcurriculum","Nebraska","en","2354468077",21,FALSE,"http://pbs.twimg.com/profile_images/579757576625086464/ibZDlkWU_normal.jpg","#Makeamericagreatagain"
"oliviamton","Wife,Mom to 4 boys,Homeschooler,, Internet  Marketing Consultant,Help Moms And Families Find Home Based Businesses, Captivated By Jesus!",876,23,782,597,"http://t.co/hrkcJLcRD4","Olivia Montgomery",2015-04-12 18:29:42,FALSE,FALSE,"oliviamton","South Africa | New York City","en","3160830730",8,FALSE,"http://pbs.twimg.com/profile_images/593472498982907906/T7nV5dzx_normal.jpg","#Makeamericagreatagain"
"OnASensualNoet","On a Sensual Note is  University's premier all-male a cappella group founded in 1996. Stay tuned for info  on performances, new songs, and auditions!",876,21,760,267,"http://t.co/d2d3yUHCv8","On a Sensual ",2015-06-27 18:11:20,FALSE,FALSE,"OnASensualNoet","Coram,New York","en","3258067579",8,FALSE,"http://pbs.twimg.com/profile_images/630095891328688129/V9vomxcP_normal.jpg","#Makeamericagreatagain"
"Only1Lmarshal","Beer &bitches",1263,78,218,378,NA,"jimiMarshallHendrix",2013-07-23 12:13:48,FALSE,FALSE,"Only1Lmarshal","","en","1615103922",0,FALSE,"http://pbs.twimg.com/profile_images/497118102707245056/tA2xhQKX_normal.jpeg","#Makeamericagreatagain"
"orbryan90","/Dancer/Actor/Dance  Teacher/Director/Writer",941,131,776,508,NA,"Robert Schultz",2014-03-25 11:56:28,FALSE,FALSE,"orbryan90","Port St. Lucie, Florida","en","2410903585",16,FALSE,"http://pbs.twimg.com/profile_images/608959772373733377/mLCfEijj_normal.jpg","#Makeamericagreatagain"
"PetePetretich","It's the economy, Silly! https://t.co/4fcjOU5gPn  #GlobalWarmingDenier #BreitbartLives @realDonaldTrump #MakeAmericaGreatAgain

Followed by @KatrinaPierson",44733,1393,33,2687,"http://t.co/IF8bbXhrZM","PetePetretich",2011-06-29 13:49:17,FALSE,FALSE,"PetePetretich","ClevelandOhioUSA","en","326165355",48,FALSE,"http://pbs.twimg.com/profile_images/572670951964151808/wf-Lem_8_normal.png","#Makeamericagreatagain"
"phatjoe_eirich","Want to make both BAD and good friends. 
Learnt the need of Children cannot be met!",2109,144,110,422,NA,"Qillah Eirich",2010-09-16 15:40:13,FALSE,FALSE,"phatjoe_eirich","Denu","en","191487117",3,FALSE,"http://pbs.twimg.com/profile_images/653596295874117633/lD-ci_Kj_normal.jpg","#Makeamericagreatagain"
"PietroRubano","IMMA FIRIN MAH LAZOR",157,129,212,1142,NA,"AMAE",2011-11-21 20:17:38,FALSE,FALSE,"PietroRubano","Camp Crystal Lake","it","418139231",0,FALSE,"http://pbs.twimg.com/profile_images/623592924568264704/pEdIbXjM_normal.jpg","#Makeamericagreatagain"
"pikester45","USA, patriotism, Support our Military, pro-life, Defender of our Constitutional Republic. #Impeach0. #Tcot #ccot",219278,8410,181785,7593,NA,"passion flower",2013-03-08 21:56:13,FALSE,FALSE,"pikester45","","en","1252826672",242,FALSE,"http://pbs.twimg.com/profile_images/476144861268025344/BNTM5f6B_normal.jpeg","#Makeamericagreatagain"
"PJ_Perlmuttre","Marketing and branding consultant. If you're an artist, intellect or just a cool human being ( dog), I'm  interested.",1251,196,1039,463,"http://t.co/yrUMEv1YNk","JP",2014-03-20 01:35:54,FALSE,FALSE,"PJ_Perlmuttre","Hawaii","en","2398672381",26,FALSE,"http://pbs.twimg.com/profile_images/609881395763265536/UD6sVblB_normal.jpg","#Makeamericagreatagain"
"plainpersin","Born in Brooklyn, Stony Brook University alumnus, fiction writer. #SanitariumPark, 850 p. thriller/suspense/satire. ONLY on eBay. Hard or softcover, signed.",10092,1594,1298,2115,NA,"HowardPaulAnderson",2010-04-19 16:39:27,FALSE,FALSE,"plainpersin","Shenandoah Valley, Virginia","en","134850542",47,FALSE,"http://pbs.twimg.com/profile_images/441321599161991168/Hk0iHXY1_normal.jpeg","#Makeamericagreatagain"
"pmaroziz","Head Baseball  at Notre  Dame High School in Clarksburg, WV & Account Executive with Frontier Communications",1079,197,904,498,NA,"Patrick ",2015-04-24 04:50:53,FALSE,FALSE,"pmaroziz","Buffalo, New York","en","3169713492",10,FALSE,"http://pbs.twimg.com/profile_images/613224780058091520/L1af7-HR_normal.jpg","#Makeamericagreatagain"
"PoliticalMikeGB","Conservative, Donald Trump supporter, Loves The Constitution, Talking Politics, Loves God, Enjoys History",1171,293,728,461,NA,"Mike G Bergeron",2015-09-20 09:38:38,FALSE,FALSE,"PoliticalMikeGB","Santa Rosa, CA","en","3625547893",7,FALSE,"http://pbs.twimg.com/profile_images/667109418895433729/IkS1T8dn_normal.jpg","#Makeamericagreatagain"
"Powerxetrics","Power Metrics International, a subsidiary of @NAMEenergygroup, is the leading manufacturer of power management  optimization systems for commercial .",937,45,808,185,"http://t.co/98I6wuSjVb","Power Metrics .",2015-06-29 22:11:34,FALSE,FALSE,"Powerxetrics","Texas","en","3260485795",5,FALSE,"http://pbs.twimg.com/profile_images/632092835148247040/-bufcGRV_normal.jpg","#Makeamericagreatagain"
"pquintela_cdpe","Liberals fear what they don't understand and unfortunately for liberals they don't understand anything..I love USA do you? former D voting R! I got smarter #2A",5086,408,952,557,"https://t.co/OemMAXJ3up","Freedom and Truth",2011-06-01 17:18:08,FALSE,FALSE,"pquintela_cdpe","New Jersey, USA","en","309176121",9,FALSE,"http://pbs.twimg.com/profile_images/653073083859894272/cERk2ToL_normal.jpg","#Makeamericagreatagain"
"ramirez4trump","",541,11,0,2,NA,"Mike R",2015-11-03 15:50:34,FALSE,FALSE,"ramirez4trump","","en","4105477635",1,FALSE,"http://pbs.twimg.com/profile_images/661573061334929408/r0iXrgdf_normal.jpg","#Makeamericagreatagain"
"randbya","",1113,27,925,1200,NA,"Brittany Schneider",2014-05-04 14:19:30,FALSE,FALSE,"randbya","","en","2476966213",9,FALSE,"http://pbs.twimg.com/profile_images/476490575558897664/uISDeqbN_normal.jpeg","#Makeamericagreatagain"
"ravi2010mary","POST CARDIAC ARREST SURVIVOR .pride Indian , penstar,penfriend, womenrightsupporter. A REBORN MAN Always remember Apollo hospital.NATIONAL FLAG CRITICS ACHIEVER",159011,10200,82016,9140,"http://t.co/dbodGBy3fg","ravimary*prophet",2014-03-04 16:58:24,FALSE,FALSE,"ravi2010mary"," India,tamilnadu,","en","2372162220",263,FALSE,"http://pbs.twimg.com/profile_images/593074487513387008/cvO62Zhu_normal.jpg","#Makeamericagreatagain"
"realDonaldTrump","The official Twitter profile for Donald Trump  http://t.co/XjVAWwcrmp
http://t.co/3DqVPa3KvF  http://t.co/MBxJXueyTP",29441,5028557,50,48,"http://t.co/XjVAWwcrmp","Donald J. Trump",2009-03-18 13:46:38,FALSE,TRUE,"realDonaldTrump","New York, NY","en","25073877",26377,FALSE,"http://pbs.twimg.com/profile_images/1980294624/DJT_Headshot_V2_normal.jpg","#Makeamericagreatagain"
"realtyeidj","Jedi, Realtor @Rise_Realty, Real Estate Lawyer http://t.co/EG4EYzY6EP , MMA Fan, Beer  Explorer",961,94,857,212,"http://t.co/QUNb7VsBLP","Andrew ",2015-08-29 02:35:15,FALSE,FALSE,"realtyeidj","New York, NY","en","3475810397",9,FALSE,"http://pbs.twimg.com/profile_images/639227069977628672/7X1Vy-Ov_normal.jpg","#Makeamericagreatagain"
"RedondoBeaPDhc","RBPD Mission: To forge a partnership with the community to  control and prevent crime and improve  of life in neighborhoods.",1166,59,945,533,"http://t.co/0a4EL6itsQ","RedondoBeachPD",2015-04-12 20:54:58,FALSE,FALSE,"RedondoBeaPDhc","Saint Louis, Missouri","en","3161159295",13,FALSE,"http://pbs.twimg.com/profile_images/593357277194649600/UtUP6-s6_normal.jpg","#Makeamericagreatagain"
"Revelation4all","Freedom is everything",153,14,33,57,"http://t.co/dqsTa0uEMw","Allen Lao",2009-04-02 05:31:37,FALSE,FALSE,"Revelation4all","","en","28289002",0,FALSE,"http://pbs.twimg.com/profile_images/635532772807847936/WeQJTLJJ_normal.jpg","#Makeamericagreatagain"
"reywaedekxn","Lakefield Companies - eCommerce sales and resales. Amazon FBA and eBay. Providing the highest quality stock, , and private  label products worldwide.",758,65,665,205,NA,"Rey ",2015-07-03 20:09:24,FALSE,FALSE,"reywaedekxn","california","en","3267338328",7,FALSE,"http://pbs.twimg.com/profile_images/632703775216500736/zfZW-Oh4_normal.jpg","#Makeamericagreatagain"
"RickyGravesPCS_","Independent Professional Wrestler From: Lubbock,TX/ Current Texas  Champion/Horror  Fanatic & Paranormal Believer./Apocalypse Survivor/Ya dig?",805,52,689,280,"http://t.co/mxdlkuCv2K","Ricky ",2015-08-30 07:01:34,FALSE,FALSE,"RickyGravesPCS_","Mississippi","en","3390061394",4,FALSE,"http://pbs.twimg.com/profile_images/639485400831127552/0QD6o1S1_normal.jpg","#Makeamericagreatagain"
"ristwtahc","RIST - Born out  Resistance - Watches  Apparel Footwear - Los Angeles",798,53,668,442,"http://t.co/dyO4RooJUS","rist",2015-07-26 07:11:08,FALSE,FALSE,"ristwtahc","Washington, D.C","en","3294633595",8,FALSE,"http://pbs.twimg.com/profile_images/635536596511518720/v2QNqJ6N_normal.jpg","#Makeamericagreatagain"
"RkckReding","New Business ;  Global Partnership Development",1672,112,1405,470,NA,"RickReding",2014-03-29 01:05:10,FALSE,FALSE,"RkckReding","West Virginia","en","2416699549",30,FALSE,"http://pbs.twimg.com/profile_images/609143422406909952/ZwDh1lw1_normal.jpg","#Makeamericagreatagain"
"robingabsdy","Founder  & CEO of  integrated creative + innovation agency @Forever_beta + http://t.co/jpwtJp8RsK  Collaborating. Innovating. Learning. Creating.",1529,94,1267,678,"http://t.co/FA6rxr7OCG","Robin Gadsby",2013-12-17 15:25:40,FALSE,FALSE,"robingabsdy","California","en","2250567234",23,FALSE,"http://pbs.twimg.com/profile_images/587024067577847809/3ITY9f4g_normal.jpg","#Makeamericagreatagain"
"rropelle_co","Online marketplace for fashion clothing,  jewellery, shoes,  wear, toys, home decor.",902,27,792,269,"http://t.co/Ea2lD2yu7W","Propelle",2015-05-29 08:10:33,FALSE,FALSE,"rropelle_co","Beverly Hills/ New York","en","3302517689",7,FALSE,"http://pbs.twimg.com/profile_images/632800325582192641/y7DbDjYx_normal.jpg","#Makeamericagreatagain"
"rtaceyschwarzt","Social  selling entrepreneur/Founding Platinum  @StellaDot. High-functioning Introvert. Part-time houseboat dweller.  Organic fanatic. #grayanarchy",969,85,852,209,"http://t.co/ID0ZFDh1sv","Tracey ",2015-07-24 05:38:20,FALSE,FALSE,"rtaceyschwarzt","Indiana","en","3289470589",13,FALSE,"http://pbs.twimg.com/profile_images/630295508259487745/V3yePzOe_normal.jpg","#Makeamericagreatagain"
"Rwinersky","New . PR / communications pro. Love family, traveling, exploring, food,  real estate, new things. Sometimes tweet about clients.",976,51,843,210,NA,"Rachel ",2015-08-31 07:18:41,FALSE,FALSE,"Rwinersky","Illinois","en","3499354335",10,FALSE,"http://pbs.twimg.com/profile_images/639196338953916416/pWYSQhZ1_normal.jpg","#Makeamericagreatagain"
"sAkCoachJerry","Go Visit Me at http://t.co/yj9hwvJxez , I provide newsletters and email alerts for the stock . I can help you become a better  trader and investor.",1251,205,1070,678,"http://t.co/uKbOCE03z2","Jerry Warner",2014-06-05 21:52:34,FALSE,FALSE,"sAkCoachJerry","Vermont","en","2548777490",16,FALSE,"http://pbs.twimg.com/profile_images/603823158387331072/C9tzOYy5_normal.jpg","#Makeamericagreatagain"
"salgarre","Product Manager at Google working on TV and Movies (Video) within Search;  former startup  engineer, perpetual , quiet rebel and mediocre humorist",1212,81,1071,655,"http://t.co/zXWgQ5IUXX","Satyajeet Salgar",2014-02-23 07:03:46,FALSE,FALSE,"salgarre","Idaho","en","2357600791",19,FALSE,"http://pbs.twimg.com/profile_images/580402185726365696/fLbGA3N5_normal.jpg","#Makeamericagreatagain"
"sand3633","Christian, Conservative, Tea Party Patriot, Republican &  Love the U.S.A.",14827,1604,275,2000,NA,"Sand3633",2009-07-20 00:01:59,FALSE,FALSE,"sand3633","N. CA, USA","en","58331049",77,FALSE,"http://pbs.twimg.com/profile_images/776237921/7-07Aggie3_N0531_normal.JPG","#Makeamericagreatagain"
"sandyaschneider","Proud Mother of 2 Marines & 1 Princess, Republitarian, Cert. Diver, Love Fishing, Gun Owner, #FUWSPs #TeamTrump",31485,11362,1040,11960,NA,"Sandra Schneider",2012-10-12 13:22:10,FALSE,FALSE,"sandyaschneider","Florida","en","875627605",200,FALSE,"http://pbs.twimg.com/profile_images/587606965993525248/BxnnbXg0_normal.jpg","#Makeamericagreatagain"
"SaulBurdenxyi","We are a team of investors who scan the  markets daily in search of undervalued  with big potential for big profits, Join us today!",844,41,722,225,NA,"Saul ",2015-05-29 14:32:13,FALSE,FALSE,"SaulBurdenxyi","Virginia United States","en","3302850863",10,FALSE,"http://pbs.twimg.com/profile_images/633145738533339140/RxUGGl9p_normal.jpg","#Makeamericagreatagain"
"savidli","Internet and   Entrepreneur and Investor",781,45,696,264,NA,"David ",2015-06-17 00:50:21,FALSE,FALSE,"savidli","Hawaii","en","3330496324",7,FALSE,"http://pbs.twimg.com/profile_images/633961865744220160/Vk6g52_u_normal.jpg","#Makeamericagreatagain"
"SecondRateeorH","Web Developer, Musician,   Learner",1066,127,951,186,NA,"Josh ",2015-05-02 12:36:58,FALSE,FALSE,"SecondRateeorH","Saint Louis Missouri","en","3228275117",4,FALSE,"http://pbs.twimg.com/profile_images/631476124887814146/5QoJb_fF_normal.jpg","#Makeamericagreatagain"
"SgouTrittno","Professional   and streamer",925,54,795,284,"http://t.co/Vv2s7xATLc","ACE ",2015-06-10 21:19:53,FALSE,FALSE,"SgouTrittno","York, Pennsylvania USA","en","3241641258",7,FALSE,"http://pbs.twimg.com/profile_images/633746385834131460/nUTxI3Rl_normal.jpg","#Makeamericagreatagain"
"shawiee50","I'm a mother  four children and grandmother of four. I love to watch my grandchildren play. I like writing articles all over the web or posting on  my blog.",1020,30,904,455,"http://t.co/7fOUceCaAO","shawnee50",2014-03-24 19:20:12,FALSE,FALSE,"shawiee50","Herndon, Virginia","en","2409444938",7,FALSE,"http://pbs.twimg.com/profile_images/608763822510370816/fkYn9WjB_normal.jpg","#Makeamericagreatagain"
"spkr4thedead51v","",1193,121,1060,1172,NA,"Caroline",2014-05-21 18:17:07,FALSE,FALSE,"spkr4thedead51v","","en","2513305885",11,FALSE,"http://pbs.twimg.com/profile_images/485134021408468994/LuoPx4YC_normal.jpeg","#Makeamericagreatagain"
"SRMoam","Vintage Southern Woman ~  Main Street  Owner,   Wise Grandmother,  Social & Community Advocate",812,31,701,421,NA,"Rachel",2014-03-20 01:27:07,FALSE,FALSE,"SRMoam","Sarasota, Florida","en","2398665985",5,FALSE,"http://pbs.twimg.com/profile_images/609879766804463616/rnU-wrPc_normal.jpg","#Makeamericagreatagain"
"STRONG_OPED","CURMUDGEON
OLD GEEZER  SNARK
#PJNET #TEAPARTY #CCOT #TCOT
RATIONAL, CONSERVATIVE, REALIST.",48544,7556,57,7948,NA,"JOHN STRONG",2011-01-07 23:11:15,FALSE,FALSE,"STRONG_OPED","","en","235337115",90,FALSE,"http://pbs.twimg.com/profile_images/2114376723/thing3_normal.jpg","#Makeamericagreatagain"
"SupportDonald","show your support and like the facebook page!
http://t.co/OGMEKhmuvm…",1337,172,1166,10,"http://t.co/eJOok4TkG2","Donald Trump Support",2015-08-01 03:15:24,FALSE,FALSE,"SupportDonald","","en","3398148113",5,FALSE,"http://pbs.twimg.com/profile_images/656631379913003008/If-_zgO__normal.jpg","#Makeamericagreatagain"
"Surfingcity","USA in TYRANNY   Born & raised in LA/Orange County, California. Love our Beaches!  Irish, ROMAN CATHOLIC & Republican.   Pro-Life, Pro Israel. Support Military.",33931,4434,4175,4294,NA,"Don Allen ",2009-03-30 02:35:21,FALSE,FALSE,"Surfingcity","LA/Orange County, California","en","27565899",93,FALSE,"http://pbs.twimg.com/profile_images/447782846099238913/XB4lKzHz_normal.jpeg","#Makeamericagreatagain"
"T17R_TEdinger","#TRUMP2016 GET INFORMED & VOTE WISELY!! THE POWER OF YOUR VOTE WILL BECOME THE FUTURE OF AMERICA!",7503,327,9377,192,NA,"Tina Edinger",2015-08-03 12:46:32,FALSE,FALSE,"T17R_TEdinger","","en","3305171239",22,FALSE,"http://pbs.twimg.com/profile_images/645362152908320768/IfnxiY58_normal.jpg","#Makeamericagreatagain"
